 1.000000e+00  9.445088e-05  4.869487e-08 
 1.002305e+00  9.445088e-05  4.880712e-08 
 1.004616e+00  9.445088e-05  4.891963e-08 
 1.006932e+00  9.445088e-05  4.903241e-08 
 1.009253e+00  9.445088e-05  4.914544e-08 
 1.011579e+00  9.445088e-05  4.925873e-08 
 1.013911e+00  9.445088e-05  4.937228e-08 
 1.016249e+00  9.445088e-05  4.948610e-08 
 1.018591e+00  9.445088e-05  4.960017e-08 
 1.020939e+00  9.445088e-05  4.971451e-08 
 1.023293e+00  9.445088e-05  4.982912e-08 
 1.025652e+00  9.445088e-05  4.994399e-08 
 1.028016e+00  9.445088e-05  5.005912e-08 
 1.030386e+00  9.445088e-05  5.017452e-08 
 1.032761e+00  9.445088e-05  5.029018e-08 
 1.035142e+00  9.445088e-05  5.040611e-08 
 1.037528e+00  9.445088e-05  5.052231e-08 
 1.039920e+00  9.445088e-05  5.063878e-08 
 1.042317e+00  9.445088e-05  5.075551e-08 
 1.044720e+00  9.445088e-05  5.087251e-08 
 1.047129e+00  9.445088e-05  5.098979e-08 
 1.049542e+00  9.445088e-05  5.110733e-08 
 1.051962e+00  9.445088e-05  5.122515e-08 
 1.054387e+00  9.445088e-05  5.134323e-08 
 1.056818e+00  9.445088e-05  5.146159e-08 
 1.059254e+00  9.445088e-05  5.158022e-08 
 1.061696e+00  9.445088e-05  5.169913e-08 
 1.064143e+00  9.445088e-05  5.181830e-08 
 1.066596e+00  9.445088e-05  5.193776e-08 
 1.069055e+00  9.445088e-05  5.205749e-08 
 1.071519e+00  9.445088e-05  5.217749e-08 
 1.073989e+00  9.445088e-05  5.229777e-08 
 1.076465e+00  9.445088e-05  5.241833e-08 
 1.078947e+00  9.445088e-05  5.253917e-08 
 1.081434e+00  9.445088e-05  5.266028e-08 
 1.083927e+00  9.445088e-05  5.278168e-08 
 1.086426e+00  9.445088e-05  5.290335e-08 
 1.088930e+00  9.445088e-05  5.302531e-08 
 1.091440e+00  9.445088e-05  5.314754e-08 
 1.093956e+00  9.445088e-05  5.327006e-08 
 1.096478e+00  9.445088e-05  5.339286e-08 
 1.099006e+00  9.445088e-05  5.351594e-08 
 1.101539e+00  9.445088e-05  5.363931e-08 
 1.104079e+00  9.445088e-05  5.376296e-08 
 1.106624e+00  9.445088e-05  5.388690e-08 
 1.109175e+00  9.445088e-05  5.401112e-08 
 1.111732e+00  9.445088e-05  5.413563e-08 
 1.114295e+00  9.445088e-05  5.426043e-08 
 1.116863e+00  9.445088e-05  5.438551e-08 
 1.119438e+00  9.445088e-05  5.451088e-08 
 1.122018e+00  9.445088e-05  5.463654e-08 
 1.124605e+00  9.445088e-05  5.476249e-08 
 1.127197e+00  9.445088e-05  5.488873e-08 
 1.129796e+00  9.445088e-05  5.501526e-08 
 1.132400e+00  9.445088e-05  5.514209e-08 
 1.135011e+00  9.445088e-05  5.526920e-08 
 1.137627e+00  9.445088e-05  5.539661e-08 
 1.140250e+00  9.445088e-05  5.552431e-08 
 1.142878e+00  9.445088e-05  5.565231e-08 
 1.145513e+00  9.445088e-05  5.578060e-08 
 1.148154e+00  9.445088e-05  5.590919e-08 
 1.150800e+00  9.445088e-05  5.603807e-08 
 1.153453e+00  9.445088e-05  5.616725e-08 
 1.156112e+00  9.445088e-05  5.629673e-08 
 1.158777e+00  9.445088e-05  5.642651e-08 
 1.161449e+00  9.445088e-05  5.655659e-08 
 1.164126e+00  9.445088e-05  5.668696e-08 
 1.166810e+00  9.445088e-05  5.681764e-08 
 1.169499e+00  9.445088e-05  5.694862e-08 
 1.172195e+00  9.445088e-05  5.707990e-08 
 1.174898e+00  9.445088e-05  5.721148e-08 
 1.177606e+00  9.445088e-05  5.734337e-08 
 1.180321e+00  9.445088e-05  5.747556e-08 
 1.183042e+00  9.445088e-05  5.760805e-08 
 1.185769e+00  9.445088e-05  5.774085e-08 
 1.188502e+00  9.445088e-05  5.787396e-08 
 1.191242e+00  9.445088e-05  5.800737e-08 
 1.193988e+00  9.445088e-05  5.814109e-08 
 1.196741e+00  9.445088e-05  5.827512e-08 
 1.199499e+00  9.445088e-05  5.840946e-08 
 1.202264e+00  9.445088e-05  5.854411e-08 
 1.205036e+00  9.445088e-05  5.867907e-08 
 1.207814e+00  9.445088e-05  5.881434e-08 
 1.210598e+00  9.445088e-05  5.894992e-08 
 1.213389e+00  9.445088e-05  5.908581e-08 
 1.216186e+00  9.445088e-05  5.922202e-08 
 1.218990e+00  9.445088e-05  5.935854e-08 
 1.221800e+00  9.445088e-05  5.949537e-08 
 1.224616e+00  9.445088e-05  5.963252e-08 
 1.227439e+00  9.445088e-05  5.976999e-08 
 1.230269e+00  9.445088e-05  5.990778e-08 
 1.233105e+00  9.445088e-05  6.004588e-08 
 1.235947e+00  9.445088e-05  6.018430e-08 
 1.238797e+00  9.445088e-05  6.032304e-08 
 1.241652e+00  9.445088e-05  6.046210e-08 
 1.244515e+00  9.445088e-05  6.060148e-08 
 1.247384e+00  9.445088e-05  6.074118e-08 
 1.250259e+00  9.445088e-05  6.088120e-08 
 1.253141e+00  9.445088e-05  6.102154e-08 
 1.256030e+00  9.445088e-05  6.116221e-08 
 1.258925e+00  9.445088e-05  6.130321e-08 
 1.261828e+00  9.445088e-05  6.144453e-08 
 1.264736e+00  9.445088e-05  6.158617e-08 
 1.267652e+00  9.445088e-05  6.172814e-08 
 1.270574e+00  9.445088e-05  6.187044e-08 
 1.273503e+00  9.445088e-05  6.201307e-08 
 1.276439e+00  9.445088e-05  6.215602e-08 
 1.279381e+00  9.445088e-05  6.229930e-08 
 1.282331e+00  9.445088e-05  6.244292e-08 
 1.285287e+00  9.445088e-05  6.258687e-08 
 1.288250e+00  9.445088e-05  6.273114e-08 
 1.291219e+00  9.445088e-05  6.287575e-08 
 1.294196e+00  9.445088e-05  6.302070e-08 
 1.297179e+00  9.445088e-05  6.316597e-08 
 1.300170e+00  9.445088e-05  6.331159e-08 
