 0.000000e+00  0.000000e+00  0.000000e+00  4.774751e-05 
 1.000000e-11  2.000000e-02  1.000000e-11  2.273899e-04 
 2.000000e-11  4.000000e-02  2.000000e-11  4.016529e-04 
 4.000000e-11  8.000000e-02  4.000000e-11  7.214124e-04 
 8.000000e-11  1.600000e-01  8.000000e-11  1.216506e-03 
 1.600000e-10  3.200000e-01  1.600000e-10  1.843724e-03 
 2.700761e-10  5.401521e-01  2.700761e-10  2.172222e-03 
 4.464363e-10  8.928725e-01  4.464363e-10  1.917171e-03 
 6.403762e-10  1.280752e+00  6.403762e-10  1.033369e-03 
 8.779622e-10  1.755924e+00  8.779622e-10 -5.312917e-04 
 1.000000e-09  2.000000e+00  1.000000e-09 -1.492848e-03 
 1.012132e-09  2.000000e+00  1.012132e-09 -1.753991e-03 
 1.036396e-09  2.000000e+00  1.036396e-09 -2.244185e-03 
 1.084924e-09  2.000000e+00  1.084924e-09 -3.073405e-03 
 1.181980e-09  2.000000e+00  1.181980e-09 -4.367931e-03 
 1.376093e-09  2.000000e+00  1.376093e-09 -6.245358e-03 
 1.640177e-09  2.000000e+00  1.640177e-09 -8.070672e-03 
 2.106061e-09  2.000000e+00  2.106061e-09 -1.033078e-02 
 2.839395e-09  2.000000e+00  2.839395e-09 -1.256187e-02 
 4.104984e-09  2.000000e+00  4.104984e-09 -1.446187e-02 
 5.896195e-09  2.000000e+00  5.896195e-09 -1.428441e-02 
 9.119388e-09  2.000000e+00  9.119388e-09 -5.963258e-03 
 1.556578e-08  2.000000e+00  1.556578e-08  3.926960e-02 
 2.673987e-08  2.000000e+00  2.673987e-08  1.772653e-01 
 4.008259e-08  2.000000e+00  4.008259e-08  3.852184e-01 
 6.105870e-08  2.000000e+00  6.105870e-08  7.296366e-01 
 9.619261e-08  2.000000e+00  9.619261e-08  1.310061e+00 
 1.370500e-07  2.000000e+00  1.370500e-07  1.924674e+00 
 1.662240e-07  2.000000e+00  1.662240e-07  2.175312e+00 
 1.883624e-07  2.000000e+00  1.883624e-07  2.244458e+00 
 2.052682e-07  2.000000e+00  2.052682e-07  2.278627e+00 
 2.222879e-07  2.000000e+00  2.222879e-07  2.269489e+00 
 2.413539e-07  2.000000e+00  2.413539e-07  2.226311e+00 
 2.608371e-07  2.000000e+00  2.608371e-07  2.185878e+00 
 2.800808e-07  2.000000e+00  2.800808e-07  2.144328e+00 
 3.185683e-07  2.000000e+00  3.185683e-07  2.057599e+00 
 3.539527e-07  2.000000e+00  3.539527e-07  1.892332e+00 
 3.818607e-07  2.000000e+00  3.818607e-07  1.765630e+00 
 4.002263e-07  2.000000e+00  4.002263e-07  1.872329e+00 
 4.110490e-07  2.000000e+00  4.110490e-07  2.012621e+00 
 4.216966e-07  2.000000e+00  4.216966e-07  2.108738e+00 
 4.315956e-07  2.000000e+00  4.315956e-07  2.148439e+00 
 4.415842e-07  2.000000e+00  4.415842e-07  2.172841e+00 
 4.510283e-07  2.000000e+00  4.510283e-07  2.195810e+00 
 4.616212e-07  2.000000e+00  4.616212e-07  2.219929e+00 
 4.781315e-07  2.000000e+00  4.781315e-07  2.226973e+00 
 4.945957e-07  2.000000e+00  4.945957e-07  2.196547e+00 
 5.098737e-07  2.000000e+00  5.098737e-07  2.162957e+00 
 5.291877e-07  2.000000e+00  5.291877e-07  2.121494e+00 
 5.616550e-07  2.000000e+00  5.616550e-07  2.045952e+00 
 5.921394e-07  2.000000e+00  5.921394e-07  1.907563e+00 
 6.242248e-07  2.000000e+00  6.242248e-07  1.767299e+00 
 6.417097e-07  2.000000e+00  6.417097e-07  1.865729e+00 
 6.535187e-07  2.000000e+00  6.535187e-07  2.014816e+00 
 6.650376e-07  2.000000e+00  6.650376e-07  2.113604e+00 
 6.737067e-07  2.000000e+00  6.737067e-07  2.145860e+00 
 6.825416e-07  2.000000e+00  6.825416e-07  2.167327e+00 
 6.922198e-07  2.000000e+00  6.922198e-07  2.190769e+00 
 7.019431e-07  2.000000e+00  7.019431e-07  2.213268e+00 
 7.209748e-07  2.000000e+00  7.209748e-07  2.223598e+00 
 7.384466e-07  2.000000e+00  7.384466e-07  2.192062e+00 
 7.542728e-07  2.000000e+00  7.542728e-07  2.156910e+00 
 7.752519e-07  2.000000e+00  7.752519e-07  2.111790e+00 
 8.061483e-07  2.000000e+00  8.061483e-07  2.038376e+00 
 8.392658e-07  2.000000e+00  8.392658e-07  1.877009e+00 
 8.692441e-07  2.000000e+00  8.692441e-07  1.773551e+00 
 8.870984e-07  2.000000e+00  8.870984e-07  1.900840e+00 
 9.005325e-07  2.000000e+00  9.005325e-07  2.059395e+00 
 9.117190e-07  2.000000e+00  9.117190e-07  2.134303e+00 
 9.188800e-07  2.000000e+00  9.188800e-07  2.155300e+00 
 9.266163e-07  2.000000e+00  9.266163e-07  2.173908e+00 
 9.379714e-07  2.000000e+00  9.379714e-07  2.201433e+00 
 9.492894e-07  2.000000e+00  9.492894e-07  2.225979e+00 
 9.658337e-07  2.000000e+00  9.658337e-07  2.225737e+00 
 9.824724e-07  2.000000e+00  9.824724e-07  2.190968e+00 
 9.978070e-07  2.000000e+00  9.978070e-07  2.158175e+00 
 1.016446e-06  2.000000e+00  1.016446e-06  2.117831e+00 
 1.053723e-06  2.000000e+00  1.053723e-06  2.027562e+00 
 1.089938e-06  2.000000e+00  1.089938e-06  1.842283e+00 
 1.123303e-06  2.000000e+00  1.123303e-06  1.818379e+00 
 1.143293e-06  2.000000e+00  1.143293e-06  1.994846e+00 
 1.159384e-06  2.000000e+00  1.159384e-06  2.119943e+00 
 1.169445e-06  2.000000e+00  1.169445e-06  2.151567e+00 
 1.180096e-06  2.000000e+00  1.180096e-06  2.176763e+00 
 1.192357e-06  2.000000e+00  1.192357e-06  2.205787e+00 
 1.205187e-06  2.000000e+00  1.205187e-06  2.225366e+00 
 1.224096e-06  2.000000e+00  1.224096e-06  2.206081e+00 
 1.243162e-06  2.000000e+00  1.243162e-06  2.161209e+00 
 1.264429e-06  2.000000e+00  1.264429e-06  2.116819e+00 
 1.285266e-06  2.000000e+00  1.285266e-06  2.068981e+00 
 1.313970e-06  2.000000e+00  1.313970e-06  1.971847e+00 
 1.343915e-06  2.000000e+00  1.343915e-06  1.787035e+00 
 1.360362e-06  2.000000e+00  1.360362e-06  1.737110e+00 
 1.377723e-06  2.000000e+00  1.377723e-06  1.877171e+00 
 1.389295e-06  2.000000e+00  1.389295e-06  2.028822e+00 
 1.399923e-06  2.000000e+00  1.399923e-06  2.118716e+00 
 1.409352e-06  2.000000e+00  1.409352e-06  2.153015e+00 
 1.418724e-06  2.000000e+00  1.418724e-06  2.175771e+00 
 1.429268e-06  2.000000e+00  1.429268e-06  2.201494e+00 
 1.439800e-06  2.000000e+00  1.439800e-06  2.224906e+00 
 1.455773e-06  2.000000e+00  1.455773e-06  2.228605e+00 
 1.472197e-06  2.000000e+00  1.472197e-06  2.196423e+00 
 1.491033e-06  2.000000e+00  1.491033e-06  2.155570e+00 
 1.508428e-06  2.000000e+00  1.508428e-06  2.118102e+00 
 1.543220e-06  2.000000e+00  1.543220e-06  2.035439e+00 
 1.578116e-06  2.000000e+00  1.578116e-06  1.861435e+00 
 1.600530e-06  2.000000e+00  1.600530e-06  1.744917e+00 
 1.619946e-06  2.000000e+00  1.619946e-06  1.853654e+00 
 1.630397e-06  2.000000e+00  1.630397e-06  1.996020e+00 
 1.641022e-06  2.000000e+00  1.641022e-06  2.101830e+00 
 1.650513e-06  2.000000e+00  1.650513e-06  2.145820e+00 
 1.658054e-06  2.000000e+00  1.658054e-06  2.164963e+00 
 1.666021e-06  2.000000e+00  1.666021e-06  2.184515e+00 
 1.675669e-06  2.000000e+00  1.675669e-06  2.207512e+00 
 1.693962e-06  2.000000e+00  1.693962e-06  2.230635e+00 
 1.714350e-06  2.000000e+00  1.714350e-06  2.202942e+00 
 1.737468e-06  2.000000e+00  1.737468e-06  2.149151e+00 
 1.758331e-06  2.000000e+00  1.758331e-06  2.105605e+00 
 1.785114e-06  2.000000e+00  1.785114e-06  2.041459e+00 
 1.817001e-06  2.000000e+00  1.817001e-06  1.890080e+00 
 1.841055e-06  2.000000e+00  1.841055e-06  1.748695e+00 
 1.861286e-06  2.000000e+00  1.861286e-06  1.838820e+00 
 1.875259e-06  2.000000e+00  1.875259e-06  2.015108e+00 
 1.887570e-06  2.000000e+00  1.887570e-06  2.116984e+00 
 1.895012e-06  2.000000e+00  1.895012e-06  2.143445e+00 
 1.904945e-06  2.000000e+00  1.904945e-06  2.167691e+00 
 1.914606e-06  2.000000e+00  1.914606e-06  2.191053e+00 
 1.924428e-06  2.000000e+00  1.924428e-06  2.213629e+00 
 1.941367e-06  2.000000e+00  1.941367e-06  2.224611e+00 
 1.958170e-06  2.000000e+00  1.958170e-06  2.195832e+00 
 1.973939e-06  2.000000e+00  1.973939e-06  2.160665e+00 
 1.993999e-06  2.000000e+00  1.993999e-06  2.117701e+00 
 2.022055e-06  2.000000e+00  2.022055e-06  2.052807e+00 
 2.054093e-06  2.000000e+00  2.054093e-06  1.908930e+00 
 2.084438e-06  2.000000e+00  2.084438e-06  1.762729e+00 
 2.103021e-06  2.000000e+00  2.103021e-06  1.860566e+00 
 2.119479e-06  2.000000e+00  2.119479e-06  2.050896e+00 
 2.132261e-06  2.000000e+00  2.132261e-06  2.135159e+00 
 2.140162e-06  2.000000e+00  2.140162e-06  2.157423e+00 
 2.148560e-06  2.000000e+00  2.148560e-06  2.177282e+00 
 2.159810e-06  2.000000e+00  2.159810e-06  2.204427e+00 
 2.172046e-06  2.000000e+00  2.172046e-06  2.227630e+00 
 2.189653e-06  2.000000e+00  2.189653e-06  2.217957e+00 
 2.207692e-06  2.000000e+00  2.207692e-06  2.176663e+00 
 2.224775e-06  2.000000e+00  2.224775e-06  2.141049e+00 
 2.244069e-06  2.000000e+00  2.244069e-06  2.098408e+00 
 2.276571e-06  2.000000e+00  2.276571e-06  2.015260e+00 
 2.310179e-06  2.000000e+00  2.310179e-06  1.838368e+00 
 2.341845e-06  2.000000e+00  2.341845e-06  1.803747e+00 
 2.359537e-06  2.000000e+00  2.359537e-06  1.964673e+00 
 2.377806e-06  2.000000e+00  2.377806e-06  2.124142e+00 
 2.391180e-06  2.000000e+00  2.391180e-06  2.171858e+00 
 2.405310e-06  2.000000e+00  2.405310e-06  2.206479e+00 
 2.420208e-06  2.000000e+00  2.420208e-06  2.237567e+00 
 2.437882e-06  2.000000e+00  2.437882e-06  2.229984e+00 
 2.455850e-06  2.000000e+00  2.455850e-06  2.189790e+00 
 2.474800e-06  2.000000e+00  2.474800e-06  2.149991e+00 
 2.493558e-06  2.000000e+00  2.493558e-06  2.108967e+00 
 2.531072e-06  2.000000e+00  2.531072e-06  2.013034e+00 
 2.569838e-06  2.000000e+00  2.569838e-06  1.805477e+00 
 2.605677e-06  2.000000e+00  2.605677e-06  1.862852e+00 
 2.621945e-06  2.000000e+00  2.621945e-06  2.033743e+00 
 2.637288e-06  2.000000e+00  2.637288e-06  2.136677e+00 
 2.647750e-06  2.000000e+00  2.647750e-06  2.165040e+00 
 2.657441e-06  2.000000e+00  2.657441e-06  2.187834e+00 
 2.671406e-06  2.000000e+00  2.671406e-06  2.220103e+00 
 2.686503e-06  2.000000e+00  2.686503e-06  2.226280e+00 
 2.703748e-06  2.000000e+00  2.703748e-06  2.195560e+00 
 2.722165e-06  2.000000e+00  2.722165e-06  2.154598e+00 
 2.740552e-06  2.000000e+00  2.740552e-06  2.115327e+00 
 2.776165e-06  2.000000e+00  2.776165e-06  2.029253e+00 
 2.810801e-06  2.000000e+00  2.810801e-06  1.853880e+00 
 2.838587e-06  2.000000e+00  2.838587e-06  1.770044e+00 
 2.857314e-06  2.000000e+00  2.857314e-06  1.916721e+00 
 2.874186e-06  2.000000e+00  2.874186e-06  2.096497e+00 
 2.888083e-06  2.000000e+00  2.888083e-06  2.166984e+00 
 2.897180e-06  2.000000e+00  2.897180e-06  2.190527e+00 
 2.906566e-06  2.000000e+00  2.906566e-06  2.213454e+00 
 2.918693e-06  2.000000e+00  2.918693e-06  2.240470e+00 
 2.934116e-06  2.000000e+00  2.934116e-06  2.240481e+00 
 2.949844e-06  2.000000e+00  2.949844e-06  2.208746e+00 
