 1.000000e+00  1.911524e-01 -1.375038e-08 
 1.002305e+00  1.911524e-01 -1.378208e-08 
 1.004616e+00  1.911524e-01 -1.381385e-08 
 1.006932e+00  1.911524e-01 -1.384569e-08 
 1.009253e+00  1.911524e-01 -1.387761e-08 
 1.011579e+00  1.911524e-01 -1.390960e-08 
 1.013911e+00  1.911524e-01 -1.394166e-08 
 1.016249e+00  1.911524e-01 -1.397380e-08 
 1.018591e+00  1.911524e-01 -1.400602e-08 
 1.020939e+00  1.911524e-01 -1.403830e-08 
 1.023293e+00  1.911524e-01 -1.407066e-08 
 1.025652e+00  1.911524e-01 -1.410310e-08 
 1.028016e+00  1.911524e-01 -1.413561e-08 
 1.030386e+00  1.911524e-01 -1.416820e-08 
 1.032761e+00  1.911524e-01 -1.420086e-08 
 1.035142e+00  1.911524e-01 -1.423360e-08 
 1.037528e+00  1.911524e-01 -1.426641e-08 
 1.039920e+00  1.911524e-01 -1.429929e-08 
 1.042317e+00  1.911524e-01 -1.433226e-08 
 1.044720e+00  1.911524e-01 -1.436530e-08 
 1.047129e+00  1.911524e-01 -1.439841e-08 
 1.049542e+00  1.911524e-01 -1.443160e-08 
 1.051962e+00  1.911524e-01 -1.446487e-08 
 1.054387e+00  1.911524e-01 -1.449822e-08 
 1.056818e+00  1.911524e-01 -1.453164e-08 
 1.059254e+00  1.911524e-01 -1.456514e-08 
 1.061696e+00  1.911524e-01 -1.459871e-08 
 1.064143e+00  1.911524e-01 -1.463237e-08 
 1.066596e+00  1.911524e-01 -1.466610e-08 
 1.069055e+00  1.911524e-01 -1.469991e-08 
 1.071519e+00  1.911524e-01 -1.473379e-08 
 1.073989e+00  1.911524e-01 -1.476776e-08 
 1.076465e+00  1.911524e-01 -1.480180e-08 
 1.078947e+00  1.911524e-01 -1.483592e-08 
 1.081434e+00  1.911524e-01 -1.487012e-08 
 1.083927e+00  1.911524e-01 -1.490440e-08 
 1.086426e+00  1.911524e-01 -1.493876e-08 
 1.088930e+00  1.911524e-01 -1.497320e-08 
 1.091440e+00  1.911524e-01 -1.500772e-08 
 1.093956e+00  1.911524e-01 -1.504231e-08 
 1.096478e+00  1.911524e-01 -1.507699e-08 
 1.099006e+00  1.911524e-01 -1.511174e-08 
 1.101539e+00  1.911524e-01 -1.514658e-08 
 1.104079e+00  1.911524e-01 -1.518150e-08 
 1.106624e+00  1.911524e-01 -1.521649e-08 
 1.109175e+00  1.911524e-01 -1.525157e-08 
 1.111732e+00  1.911524e-01 -1.528673e-08 
 1.114295e+00  1.911524e-01 -1.532197e-08 
 1.116863e+00  1.911524e-01 -1.535729e-08 
 1.119438e+00  1.911524e-01 -1.539269e-08 
 1.122018e+00  1.911524e-01 -1.542818e-08 
 1.124605e+00  1.911524e-01 -1.546374e-08 
 1.127197e+00  1.911524e-01 -1.549939e-08 
 1.129796e+00  1.911524e-01 -1.553512e-08 
 1.132400e+00  1.911524e-01 -1.557093e-08 
 1.135011e+00  1.911524e-01 -1.560683e-08 
 1.137627e+00  1.911524e-01 -1.564280e-08 
 1.140250e+00  1.911524e-01 -1.567886e-08 
 1.142878e+00  1.911524e-01 -1.571501e-08 
 1.145513e+00  1.911524e-01 -1.575124e-08 
 1.148154e+00  1.911524e-01 -1.578755e-08 
 1.150800e+00  1.911524e-01 -1.582394e-08 
 1.153453e+00  1.911524e-01 -1.586042e-08 
 1.156112e+00  1.911524e-01 -1.589698e-08 
 1.158777e+00  1.911524e-01 -1.593363e-08 
 1.161449e+00  1.911524e-01 -1.597036e-08 
 1.164126e+00  1.911524e-01 -1.600717e-08 
 1.166810e+00  1.911524e-01 -1.604407e-08 
 1.169499e+00  1.911524e-01 -1.608106e-08 
 1.172195e+00  1.911524e-01 -1.611813e-08 
 1.174898e+00  1.911524e-01 -1.615528e-08 
 1.177606e+00  1.911524e-01 -1.619253e-08 
 1.180321e+00  1.911524e-01 -1.622985e-08 
 1.183042e+00  1.911524e-01 -1.626727e-08 
 1.185769e+00  1.911524e-01 -1.630477e-08 
 1.188502e+00  1.911524e-01 -1.634235e-08 
 1.191242e+00  1.911524e-01 -1.638003e-08 
 1.193988e+00  1.911524e-01 -1.641779e-08 
 1.196741e+00  1.911524e-01 -1.645563e-08 
 1.199499e+00  1.911524e-01 -1.649357e-08 
 1.202264e+00  1.911524e-01 -1.653159e-08 
 1.205036e+00  1.911524e-01 -1.656970e-08 
 1.207814e+00  1.911524e-01 -1.660790e-08 
 1.210598e+00  1.911524e-01 -1.664618e-08 
 1.213389e+00  1.911524e-01 -1.668455e-08 
 1.216186e+00  1.911524e-01 -1.672302e-08 
 1.218990e+00  1.911524e-01 -1.676157e-08 
 1.221800e+00  1.911524e-01 -1.680021e-08 
 1.224616e+00  1.911524e-01 -1.683893e-08 
 1.227439e+00  1.911524e-01 -1.687775e-08 
 1.230269e+00  1.911524e-01 -1.691666e-08 
 1.233105e+00  1.911524e-01 -1.695566e-08 
 1.235947e+00  1.911524e-01 -1.699474e-08 
 1.238797e+00  1.911524e-01 -1.703392e-08 
 1.241652e+00  1.911524e-01 -1.707319e-08 
 1.244515e+00  1.911524e-01 -1.711255e-08 
 1.247384e+00  1.911524e-01 -1.715199e-08 
 1.250259e+00  1.911524e-01 -1.719153e-08 
 1.253141e+00  1.911524e-01 -1.723116e-08 
 1.256030e+00  1.911524e-01 -1.727089e-08 
 1.258925e+00  1.911524e-01 -1.731070e-08 
 1.261828e+00  1.911524e-01 -1.735060e-08 
 1.264736e+00  1.911524e-01 -1.739060e-08 
 1.267652e+00  1.911524e-01 -1.743069e-08 
 1.270574e+00  1.911524e-01 -1.747087e-08 
 1.273503e+00  1.911524e-01 -1.751115e-08 
 1.276439e+00  1.911524e-01 -1.755152e-08 
 1.279381e+00  1.911524e-01 -1.759198e-08 
 1.282331e+00  1.911524e-01 -1.763253e-08 
 1.285287e+00  1.911524e-01 -1.767318e-08 
 1.288250e+00  1.911524e-01 -1.771392e-08 
 1.291219e+00  1.911524e-01 -1.775475e-08 
 1.294196e+00  1.911524e-01 -1.779568e-08 
 1.297179e+00  1.911524e-01 -1.783670e-08 
 1.300170e+00  1.911524e-01 -1.787782e-08 
 1.303167e+00  1.911524e-01 -1.791903e-08 
 1.306171e+00  1.911524e-01 -1.796034e-08 
 1.309182e+00  1.911524e-01 -1.800175e-08 
 1.312200e+00  1.911524e-01 -1.804324e-08 
 1.315225e+00  1.911524e-01 -1.808484e-08 
 1.318257e+00  1.911524e-01 -1.812653e-08 
 1.321296e+00  1.911524e-01 -1.816831e-08 
 1.324342e+00  1.911524e-01 -1.821020e-08 
 1.327394e+00  1.911524e-01 -1.825217e-08 
 1.330454e+00  1.911524e-01 -1.829425e-08 
 1.333521e+00  1.911524e-01 -1.833642e-08 
 1.336596e+00  1.911524e-01 -1.837869e-08 
 1.339677e+00  1.911524e-01 -1.842106e-08 
 1.342765e+00  1.911524e-01 -1.846352e-08 
 1.345860e+00  1.911524e-01 -1.850609e-08 
 1.348963e+00  1.911524e-01 -1.854875e-08 
 1.352073e+00  1.911524e-01 -1.859151e-08 
 1.355189e+00  1.911524e-01 -1.863437e-08 
 1.358313e+00  1.911524e-01 -1.867732e-08 
 1.361445e+00  1.911524e-01 -1.872038e-08 
 1.364583e+00  1.911524e-01 -1.876353e-08 
 1.367729e+00  1.911524e-01 -1.880679e-08 
 1.370882e+00  1.911524e-01 -1.885014e-08 
 1.374042e+00  1.911524e-01 -1.889360e-08 
 1.377209e+00  1.911524e-01 -1.893715e-08 
 1.380384e+00  1.911524e-01 -1.898080e-08 
 1.383566e+00  1.911524e-01 -1.902456e-08 
 1.386756e+00  1.911524e-01 -1.906842e-08 
 1.389953e+00  1.911524e-01 -1.911237e-08 
 1.393157e+00  1.911524e-01 -1.915643e-08 
 1.396368e+00  1.911524e-01 -1.920059e-08 
 1.399587e+00  1.911524e-01 -1.924485e-08 
 1.402814e+00  1.911524e-01 -1.928922e-08 
 1.406048e+00  1.911524e-01 -1.933368e-08 
 1.409289e+00  1.911524e-01 -1.937825e-08 
 1.412538e+00  1.911524e-01 -1.942292e-08 
 1.415794e+00  1.911524e-01 -1.946770e-08 
 1.419058e+00  1.911524e-01 -1.951258e-08 
 1.422329e+00  1.911524e-01 -1.955756e-08 
 1.425608e+00  1.911524e-01 -1.960264e-08 
 1.428894e+00  1.911524e-01 -1.964783e-08 
 1.432188e+00  1.911524e-01 -1.969312e-08 
 1.435489e+00  1.911524e-01 -1.973852e-08 
 1.438799e+00  1.911524e-01 -1.978402e-08 
 1.442115e+00  1.911524e-01 -1.982963e-08 
 1.445440e+00  1.911524e-01 -1.987534e-08 
 1.448772e+00  1.911524e-01 -1.992116e-08 
 1.452112e+00  1.911524e-01 -1.996708e-08 
 1.455459e+00  1.911524e-01 -2.001311e-08 
 1.458814e+00  1.911524e-01 -2.005925e-08 
 1.462177e+00  1.911524e-01 -2.010549e-08 
 1.465548e+00  1.911524e-01 -2.015184e-08 
 1.468926e+00  1.911524e-01 -2.019829e-08 
 1.472313e+00  1.911524e-01 -2.024485e-08 
 1.475707e+00  1.911524e-01 -2.029152e-08 
 1.479108e+00  1.911524e-01 -2.033830e-08 
 1.482518e+00  1.911524e-01 -2.038518e-08 
 1.485936e+00  1.911524e-01 -2.043218e-08 
 1.489361e+00  1.911524e-01 -2.047928e-08 
 1.492794e+00  1.911524e-01 -2.052649e-08 
 1.496236e+00  1.911524e-01 -2.057380e-08 
 1.499685e+00  1.911524e-01 -2.062123e-08 
 1.503142e+00  1.911524e-01 -2.066877e-08 
 1.506607e+00  1.911524e-01 -2.071642e-08 
 1.510080e+00  1.911524e-01 -2.076417e-08 
 1.513561e+00  1.911524e-01 -2.081204e-08 
 1.517050e+00  1.911524e-01 -2.086001e-08 
 1.520548e+00  1.911524e-01 -2.090810e-08 
 1.524053e+00  1.911524e-01 -2.095630e-08 
 1.527566e+00  1.911524e-01 -2.100461e-08 
 1.531087e+00  1.911524e-01 -2.105303e-08 
 1.534617e+00  1.911524e-01 -2.110156e-08 
 1.538155e+00  1.911524e-01 -2.115021e-08 
 1.541700e+00  1.911524e-01 -2.119896e-08 
 1.545254e+00  1.911524e-01 -2.124783e-08 
 1.548817e+00  1.911524e-01 -2.129681e-08 
 1.552387e+00  1.911524e-01 -2.134591e-08 
 1.555966e+00  1.911524e-01 -2.139511e-08 
 1.559553e+00  1.911524e-01 -2.144444e-08 
 1.563148e+00  1.911524e-01 -2.149387e-08 
 1.566751e+00  1.911524e-01 -2.154342e-08 
 1.570363e+00  1.911524e-01 -2.159308e-08 
 1.573983e+00  1.911524e-01 -2.164286e-08 
 1.577611e+00  1.911524e-01 -2.169275e-08 
 1.581248e+00  1.911524e-01 -2.174276e-08 
 1.584893e+00  1.911524e-01 -2.179288e-08 
 1.588547e+00  1.911524e-01 -2.184312e-08 
 1.592209e+00  1.911524e-01 -2.189347e-08 
 1.595879e+00  1.911524e-01 -2.194394e-08 
 1.599558e+00  1.911524e-01 -2.199453e-08 
 1.603245e+00  1.911524e-01 -2.204523e-08 
 1.606941e+00  1.911524e-01 -2.209605e-08 
 1.610646e+00  1.911524e-01 -2.214699e-08 
 1.614359e+00  1.911524e-01 -2.219804e-08 
 1.618080e+00  1.911524e-01 -2.224921e-08 
 1.621810e+00  1.911524e-01 -2.230050e-08 
 1.625549e+00  1.911524e-01 -2.235191e-08 
 1.629296e+00  1.911524e-01 -2.240344e-08 
 1.633052e+00  1.911524e-01 -2.245508e-08 
 1.636817e+00  1.911524e-01 -2.250684e-08 
 1.640590e+00  1.911524e-01 -2.255873e-08 
 1.644372e+00  1.911524e-01 -2.261073e-08 
 1.648162e+00  1.911524e-01 -2.266285e-08 
 1.651962e+00  1.911524e-01 -2.271510e-08 
 1.655770e+00  1.911524e-01 -2.276746e-08 
 1.659587e+00  1.911524e-01 -2.281995e-08 
 1.663413e+00  1.911524e-01 -2.287255e-08 
 1.667247e+00  1.911524e-01 -2.292528e-08 
 1.671091e+00  1.911524e-01 -2.297813e-08 
 1.674943e+00  1.911524e-01 -2.303110e-08 
 1.678804e+00  1.911524e-01 -2.308419e-08 
 1.682674e+00  1.911524e-01 -2.313740e-08 
 1.686553e+00  1.911524e-01 -2.319074e-08 
 1.690441e+00  1.911524e-01 -2.324420e-08 
 1.694338e+00  1.911524e-01 -2.329778e-08 
 1.698244e+00  1.911524e-01 -2.335149e-08 
 1.702159e+00  1.911524e-01 -2.340532e-08 
 1.706082e+00  1.911524e-01 -2.345928e-08 
 1.710015e+00  1.911524e-01 -2.351336e-08 
 1.713957e+00  1.911524e-01 -2.356756e-08 
 1.717908e+00  1.911524e-01 -2.362189e-08 
 1.721869e+00  1.911524e-01 -2.367634e-08 
 1.725838e+00  1.911524e-01 -2.373092e-08 
 1.729816e+00  1.911524e-01 -2.378563e-08 
 1.733804e+00  1.911524e-01 -2.384046e-08 
 1.737801e+00  1.911524e-01 -2.389542e-08 
 1.741807e+00  1.911524e-01 -2.395050e-08 
 1.745822e+00  1.911524e-01 -2.400571e-08 
 1.749847e+00  1.911524e-01 -2.406105e-08 
 1.753881e+00  1.911524e-01 -2.411652e-08 
 1.757924e+00  1.911524e-01 -2.417211e-08 
 1.761976e+00  1.911524e-01 -2.422784e-08 
 1.766038e+00  1.911524e-01 -2.428369e-08 
 1.770109e+00  1.911524e-01 -2.433967e-08 
 1.774189e+00  1.911524e-01 -2.439577e-08 
 1.778279e+00  1.911524e-01 -2.445201e-08 
 1.782379e+00  1.911524e-01 -2.450838e-08 
 1.786488e+00  1.911524e-01 -2.456488e-08 
 1.790606e+00  1.911524e-01 -2.462151e-08 
 1.794734e+00  1.911524e-01 -2.467826e-08 
 1.798871e+00  1.911524e-01 -2.473515e-08 
 1.803018e+00  1.911524e-01 -2.479217e-08 
 1.807174e+00  1.911524e-01 -2.484933e-08 
 1.811340e+00  1.911524e-01 -2.490661e-08 
 1.815516e+00  1.911524e-01 -2.496403e-08 
 1.819701e+00  1.911524e-01 -2.502157e-08 
 1.823896e+00  1.911524e-01 -2.507925e-08 
 1.828100e+00  1.911524e-01 -2.513707e-08 
 1.832314e+00  1.911524e-01 -2.519501e-08 
 1.836538e+00  1.911524e-01 -2.525309e-08 
 1.840772e+00  1.911524e-01 -2.531131e-08 
 1.845015e+00  1.911524e-01 -2.536966e-08 
 1.849269e+00  1.911524e-01 -2.542814e-08 
 1.853532e+00  1.911524e-01 -2.548676e-08 
 1.857804e+00  1.911524e-01 -2.554551e-08 
