 1.000000e+00 -1.242860e-04 -9.954628e-10 
 1.002305e+00 -1.242860e-04 -9.977576e-10 
 1.004616e+00 -1.242860e-04 -1.000058e-09 
 1.006932e+00 -1.242860e-04 -1.002363e-09 
 1.009253e+00 -1.242860e-04 -1.004674e-09 
 1.011579e+00 -1.242860e-04 -1.006990e-09 
 1.013911e+00 -1.242860e-04 -1.009311e-09 
 1.016249e+00 -1.242860e-04 -1.011638e-09 
 1.018591e+00 -1.242860e-04 -1.013970e-09 
 1.020939e+00 -1.242860e-04 -1.016307e-09 
 1.023293e+00 -1.242860e-04 -1.018650e-09 
 1.025652e+00 -1.242860e-04 -1.020998e-09 
 1.028016e+00 -1.242860e-04 -1.023352e-09 
 1.030386e+00 -1.242860e-04 -1.025711e-09 
 1.032761e+00 -1.242860e-04 -1.028076e-09 
 1.035142e+00 -1.242860e-04 -1.030446e-09 
 1.037528e+00 -1.242860e-04 -1.032821e-09 
 1.039920e+00 -1.242860e-04 -1.035202e-09 
 1.042317e+00 -1.242860e-04 -1.037588e-09 
 1.044720e+00 -1.242860e-04 -1.039980e-09 
 1.047129e+00 -1.242860e-04 -1.042377e-09 
 1.049542e+00 -1.242860e-04 -1.044780e-09 
 1.051962e+00 -1.242860e-04 -1.047189e-09 
 1.054387e+00 -1.242860e-04 -1.049603e-09 
 1.056818e+00 -1.242860e-04 -1.052022e-09 
 1.059254e+00 -1.242860e-04 -1.054448e-09 
 1.061696e+00 -1.242860e-04 -1.056878e-09 
 1.064143e+00 -1.242860e-04 -1.059315e-09 
 1.066596e+00 -1.242860e-04 -1.061757e-09 
 1.069055e+00 -1.242860e-04 -1.064204e-09 
 1.071519e+00 -1.242860e-04 -1.066658e-09 
 1.073989e+00 -1.242860e-04 -1.069116e-09 
 1.076465e+00 -1.242860e-04 -1.071581e-09 
 1.078947e+00 -1.242860e-04 -1.074051e-09 
 1.081434e+00 -1.242860e-04 -1.076527e-09 
 1.083927e+00 -1.242860e-04 -1.079009e-09 
 1.086426e+00 -1.242860e-04 -1.081496e-09 
 1.088930e+00 -1.242860e-04 -1.083989e-09 
 1.091440e+00 -1.242860e-04 -1.086488e-09 
 1.093956e+00 -1.242860e-04 -1.088993e-09 
 1.096478e+00 -1.242860e-04 -1.091503e-09 
 1.099006e+00 -1.242860e-04 -1.094019e-09 
 1.101539e+00 -1.242860e-04 -1.096541e-09 
 1.104079e+00 -1.242860e-04 -1.099069e-09 
 1.106624e+00 -1.242860e-04 -1.101603e-09 
 1.109175e+00 -1.242860e-04 -1.104142e-09 
 1.111732e+00 -1.242860e-04 -1.106688e-09 
 1.114295e+00 -1.242860e-04 -1.109239e-09 
 1.116863e+00 -1.242860e-04 -1.111796e-09 
 1.119438e+00 -1.242860e-04 -1.114359e-09 
 1.122018e+00 -1.242860e-04 -1.116928e-09 
 1.124605e+00 -1.242860e-04 -1.119502e-09 
 1.127197e+00 -1.242860e-04 -1.122083e-09 
 1.129796e+00 -1.242860e-04 -1.124670e-09 
 1.132400e+00 -1.242860e-04 -1.127262e-09 
 1.135011e+00 -1.242860e-04 -1.129861e-09 
 1.137627e+00 -1.242860e-04 -1.132466e-09 
 1.140250e+00 -1.242860e-04 -1.135076e-09 
 1.142878e+00 -1.242860e-04 -1.137693e-09 
 1.145513e+00 -1.242860e-04 -1.140316e-09 
 1.148154e+00 -1.242860e-04 -1.142944e-09 
 1.150800e+00 -1.242860e-04 -1.145579e-09 
 1.153453e+00 -1.242860e-04 -1.148220e-09 
 1.156112e+00 -1.242860e-04 -1.150867e-09 
 1.158777e+00 -1.242860e-04 -1.153520e-09 
 1.161449e+00 -1.242860e-04 -1.156179e-09 
 1.164126e+00 -1.242860e-04 -1.158844e-09 
 1.166810e+00 -1.242860e-04 -1.161516e-09 
 1.169499e+00 -1.242860e-04 -1.164193e-09 
 1.172195e+00 -1.242860e-04 -1.166877e-09 
 1.174898e+00 -1.242860e-04 -1.169567e-09 
 1.177606e+00 -1.242860e-04 -1.172263e-09 
 1.180321e+00 -1.242860e-04 -1.174965e-09 
 1.183042e+00 -1.242860e-04 -1.177674e-09 
 1.185769e+00 -1.242860e-04 -1.180389e-09 
 1.188502e+00 -1.242860e-04 -1.183110e-09 
 1.191242e+00 -1.242860e-04 -1.185837e-09 
 1.193988e+00 -1.242860e-04 -1.188571e-09 
 1.196741e+00 -1.242860e-04 -1.191311e-09 
 1.199499e+00 -1.242860e-04 -1.194057e-09 
 1.202264e+00 -1.242860e-04 -1.196810e-09 
 1.205036e+00 -1.242860e-04 -1.199568e-09 
 1.207814e+00 -1.242860e-04 -1.202334e-09 
