 0.000000e+00  0.000000e+00  0.000000e+00  5.847506e-03 
 1.000000e-11  2.000000e-02  1.000000e-11  6.073099e-03 
 2.000000e-11  4.000000e-02  2.000000e-11  6.302307e-03 
 4.000000e-11  8.000000e-02  4.000000e-11  6.767978e-03 
 8.000000e-11  1.600000e-01  8.000000e-11  7.743020e-03 
 1.600000e-10  3.200000e-01  1.600000e-10  9.871338e-03 
 3.200000e-10  6.400000e-01  3.200000e-10  1.484316e-02 
 5.036308e-10  1.007262e+00  5.036308e-10  2.023462e-02 
 7.456407e-10  1.491281e+00  7.456407e-10  2.462422e-02 
 9.443028e-10  1.888606e+00  9.443028e-10  2.960325e-02 
 1.000000e-09  2.000000e+00  1.000000e-09  3.120061e-02 
 1.020884e-09  2.000000e+00  1.020884e-09  3.166003e-02 
 1.062651e-09  2.000000e+00  1.062651e-09  3.257975e-02 
 1.146186e-09  2.000000e+00  1.146186e-09  3.442997e-02 
 1.313255e-09  2.000000e+00  1.313255e-09  3.820410e-02 
 1.647395e-09  2.000000e+00  1.647395e-09  4.610656e-02 
 2.315673e-09  2.000000e+00  2.315673e-09  6.320554e-02 
 3.652230e-09  2.000000e+00  3.652230e-09  1.012945e-01 
 6.325343e-09  2.000000e+00  6.325343e-09  1.866429e-01 
 1.157150e-08  2.000000e+00  1.157150e-08  3.676936e-01 
 1.708567e-08  2.000000e+00  1.708567e-08  5.623599e-01 
 2.630435e-08  2.000000e+00  2.630435e-08  8.838545e-01 
 3.672524e-08  2.000000e+00  3.672524e-08  1.202773e+00 
 4.475082e-08  2.000000e+00  4.475082e-08  1.390925e+00 
 5.324589e-08  2.000000e+00  5.324589e-08  1.534877e+00 
 7.023601e-08  2.000000e+00  7.023601e-08  1.707242e+00 
 8.819008e-08  2.000000e+00  8.819008e-08  1.788257e+00 
 1.240982e-07  2.000000e+00  1.240982e-07  1.840316e+00 
 1.602693e-07  2.000000e+00  1.602693e-07  1.845020e+00 
 2.102693e-07  2.000000e+00  2.102693e-07  1.845483e+00 
 2.602693e-07  2.000000e+00  2.602693e-07  1.845433e+00 
 3.102693e-07  2.000000e+00  3.102693e-07  1.845482e+00 
 3.602693e-07  2.000000e+00  3.602693e-07  1.845453e+00 
 4.102693e-07  2.000000e+00  4.102693e-07  1.845475e+00 
 4.602693e-07  2.000000e+00  4.602693e-07  1.845452e+00 
 5.102693e-07  2.000000e+00  5.102693e-07  1.845473e+00 
 5.602693e-07  2.000000e+00  5.602693e-07  1.845452e+00 
 6.102693e-07  2.000000e+00  6.102693e-07  1.845472e+00 
 6.602693e-07  2.000000e+00  6.602693e-07  1.845451e+00 
 7.102693e-07  2.000000e+00  7.102693e-07  1.845470e+00 
 7.602693e-07  2.000000e+00  7.602693e-07  1.845451e+00 
 8.102693e-07  2.000000e+00  8.102693e-07  1.845469e+00 
 8.602693e-07  2.000000e+00  8.602693e-07  1.845450e+00 
 9.102693e-07  2.000000e+00  9.102693e-07  1.845468e+00 
 9.602693e-07  2.000000e+00  9.602693e-07  1.845450e+00 
 1.010269e-06  2.000000e+00  1.010269e-06  1.845467e+00 
 1.060269e-06  2.000000e+00  1.060269e-06  1.845450e+00 
 1.110269e-06  2.000000e+00  1.110269e-06  1.845466e+00 
 1.160269e-06  2.000000e+00  1.160269e-06  1.845450e+00 
 1.210269e-06  2.000000e+00  1.210269e-06  1.845465e+00 
 1.260269e-06  2.000000e+00  1.260269e-06  1.845449e+00 
 1.310269e-06  2.000000e+00  1.310269e-06  1.845464e+00 
 1.360269e-06  2.000000e+00  1.360269e-06  1.845449e+00 
 1.410269e-06  2.000000e+00  1.410269e-06  1.845463e+00 
 1.460269e-06  2.000000e+00  1.460269e-06  1.845449e+00 
 1.510269e-06  2.000000e+00  1.510269e-06  1.845463e+00 
 1.560269e-06  2.000000e+00  1.560269e-06  1.845449e+00 
