 1.000000e+00 -8.019807e-01  5.543152e-08 
 1.002305e+00 -8.019807e-01  5.555930e-08 
 1.004616e+00 -8.019807e-01  5.568738e-08 
 1.006932e+00 -8.019807e-01  5.581575e-08 
 1.009253e+00 -8.019807e-01  5.594442e-08 
 1.011579e+00 -8.019807e-01  5.607338e-08 
 1.013911e+00 -8.019807e-01  5.620265e-08 
 1.016249e+00 -8.019807e-01  5.633221e-08 
 1.018591e+00 -8.019807e-01  5.646207e-08 
 1.020939e+00 -8.019807e-01  5.659222e-08 
 1.023293e+00 -8.019807e-01  5.672268e-08 
 1.025652e+00 -8.019807e-01  5.685344e-08 
 1.028016e+00 -8.019807e-01  5.698450e-08 
 1.030386e+00 -8.019807e-01  5.711587e-08 
 1.032761e+00 -8.019807e-01  5.724753e-08 
 1.035142e+00 -8.019807e-01  5.737950e-08 
 1.037528e+00 -8.019807e-01  5.751177e-08 
 1.039920e+00 -8.019807e-01  5.764435e-08 
 1.042317e+00 -8.019807e-01  5.777724e-08 
 1.044720e+00 -8.019807e-01  5.791043e-08 
 1.047129e+00 -8.019807e-01  5.804392e-08 
 1.049542e+00 -8.019807e-01  5.817773e-08 
 1.051962e+00 -8.019807e-01  5.831184e-08 
 1.054387e+00 -8.019807e-01  5.844627e-08 
 1.056818e+00 -8.019807e-01  5.858100e-08 
 1.059254e+00 -8.019807e-01  5.871604e-08 
 1.061696e+00 -8.019807e-01  5.885140e-08 
 1.064143e+00 -8.019807e-01  5.898706e-08 
 1.066596e+00 -8.019807e-01  5.912304e-08 
 1.069055e+00 -8.019807e-01  5.925933e-08 
 1.071519e+00 -8.019807e-01  5.939594e-08 
 1.073989e+00 -8.019807e-01  5.953286e-08 
 1.076465e+00 -8.019807e-01  5.967010e-08 
 1.078947e+00 -8.019807e-01  5.980765e-08 
 1.081434e+00 -8.019807e-01  5.994552e-08 
 1.083927e+00 -8.019807e-01  6.008371e-08 
 1.086426e+00 -8.019807e-01  6.022222e-08 
 1.088930e+00 -8.019807e-01  6.036105e-08 
 1.091440e+00 -8.019807e-01  6.050019e-08 
 1.093956e+00 -8.019807e-01  6.063966e-08 
 1.096478e+00 -8.019807e-01  6.077945e-08 
 1.099006e+00 -8.019807e-01  6.091956e-08 
 1.101539e+00 -8.019807e-01  6.106000e-08 
 1.104079e+00 -8.019807e-01  6.120075e-08 
 1.106624e+00 -8.019807e-01  6.134184e-08 
 1.109175e+00 -8.019807e-01  6.148324e-08 
 1.111732e+00 -8.019807e-01  6.162498e-08 
 1.114295e+00 -8.019807e-01  6.176704e-08 
 1.116863e+00 -8.019807e-01  6.190942e-08 
 1.119438e+00 -8.019807e-01  6.205214e-08 
 1.122018e+00 -8.019807e-01  6.219519e-08 
 1.124605e+00 -8.019807e-01  6.233856e-08 
 1.127197e+00 -8.019807e-01  6.248227e-08 
 1.129796e+00 -8.019807e-01  6.262630e-08 
 1.132400e+00 -8.019807e-01  6.277067e-08 
 1.135011e+00 -8.019807e-01  6.291537e-08 
